id,capability_id,priority,status_2026_07,domain,domain_key,lens,feature,requirement,acceptance,impact,dependency
COM-0011,CAP-01-02,P0,ausente,Tecnologia assistiva e autonomia,assistive,acessibilidade,coautoria obrigatória com usuários finais e especialistas,"Garantir acesso equivalente a coautoria obrigatória com usuários finais e especialistas por teclado, leitor de tela, zoom, contraste e redução de movimento.","Sem bloqueio por gesto, cor, hover, áudio ou visualização 3D; teste automatizado e manual documentado.","Saúde, autonomia, inclusão e participação de pessoas com deficiência ou mobilidade reduzida.",produto
COM-0012,CAP-01-02,P0,ausente,Tecnologia assistiva e autonomia,assistive,confiança,coautoria obrigatória com usuários finais e especialistas,"Aplicar privacidade, segurança, moderação e prevenção de abuso a coautoria obrigatória com usuários finais e especialistas desde o desenho.","Threat model, minimização de dados, rate limit, auditoria segura, denúncia/bloqueio e retenção definidos.","Saúde, autonomia, inclusão e participação de pessoas com deficiência ou mobilidade reduzida.",produto
COM-0013,CAP-01-02,P0,ausente,Tecnologia assistiva e autonomia,assistive,impacto,coautoria obrigatória com usuários finais e especialistas,"Medir resultado humano e operacional de coautoria obrigatória com usuários finais e especialistas, evitando métricas de vaidade e incentivos perversos.","Define baseline, indicador de sucesso, recortes de equidade, alertas de dano e revisão periódica.","Saúde, autonomia, inclusão e participação de pessoas com deficiência ou mobilidade reduzida.",produto
COM-0014,CAP-01-02,P0,ausente,Tecnologia assistiva e autonomia,assistive,qualidade,coautoria obrigatória com usuários finais e especialistas,"Validar coautoria obrigatória com usuários finais e especialistas com testes proporcionais ao risco, fixtures controladas e prova do fluxo real.","Cobre regra, API, permissão, falha, mobile e regressão; itens P0 exigem revisão independente e piloto controlado.","Saúde, autonomia, inclusão e participação de pessoas com deficiência ou mobilidade reduzida.",produto
COM-0015,CAP-01-03,P0,ausente,Tecnologia assistiva e autonomia,assistive,produto,fluxo de medidas corporais com consentimento e minimização,"Implementar fluxo de medidas corporais com consentimento e minimização como capacidade de domínio para Saúde, autonomia, inclusão e participação de pessoas com deficiência ou mobilidade reduzida.","Contrato, regra, permissão, persistência e rollback documentados; não duplicar capacidades existentes.","Saúde, autonomia, inclusão e participação de pessoas com deficiência ou mobilidade reduzida.",auditoria de contrato existente
COM-0016,CAP-01-03,P0,ausente,Tecnologia assistiva e autonomia,assistive,tela,fluxo de medidas corporais com consentimento e minimização,"Criar fluxo de interface para fluxo de medidas corporais com consentimento e minimização, com entrada, detalhe, criação/edição e ação principal inequívocos.","Tela separa lista, detalhe e formulário; possui loading, vazio, erro, sucesso, parcial e conflito quando aplicável.","Saúde, autonomia, inclusão e participação de pessoas com deficiência ou mobilidade reduzida.",produto
COM-0017,CAP-01-03,P0,ausente,Tecnologia assistiva e autonomia,assistive,mobile,fluxo de medidas corporais com consentimento e minimização,"Adaptar fluxo de medidas corporais com consentimento e minimização para celular, tablet, PWA e uso em campo com conectividade instável.","Funciona a 320 px, toque, orientação retrato/paisagem e retomada após perda de rede sem ação duplicada.","Saúde, autonomia, inclusão e participação de pessoas com deficiência ou mobilidade reduzida.",produto
COM-0018,CAP-01-03,P0,ausente,Tecnologia assistiva e autonomia,assistive,acessibilidade,fluxo de medidas corporais com consentimento e minimização,"Garantir acesso equivalente a fluxo de medidas corporais com consentimento e minimização por teclado, leitor de tela, zoom, contraste e redução de movimento.","Sem bloqueio por gesto, cor, hover, áudio ou visualização 3D; teste automatizado e manual documentado.","Saúde, autonomia, inclusão e participação de pessoas com deficiência ou mobilidade reduzida.",produto
COM-0019,CAP-01-03,P0,ausente,Tecnologia assistiva e autonomia,assistive,confiança,fluxo de medidas corporais com consentimento e minimização,"Aplicar privacidade, segurança, moderação e prevenção de abuso a fluxo de medidas corporais com consentimento e minimização desde o desenho.","Threat model, minimização de dados, rate limit, auditoria segura, denúncia/bloqueio e retenção definidos.","Saúde, autonomia, inclusão e participação de pessoas com deficiência ou mobilidade reduzida.",produto
COM-0020,CAP-01-03,P0,ausente,Tecnologia assistiva e autonomia,assistive,impacto,fluxo de medidas corporais com consentimento e minimização,"Medir resultado humano e operacional de fluxo de medidas corporais com consentimento e minimização, evitando métricas de vaidade e incentivos perversos.","Define baseline, indicador de sucesso, recortes de equidade, alertas de dano e revisão periódica.","Saúde, autonomia, inclusão e participação de pessoas com deficiência ou mobilidade reduzida.",produto
COM-0021,CAP-01-03,P0,ausente,Tecnologia assistiva e autonomia,assistive,qualidade,fluxo de medidas corporais com consentimento e minimização,"Validar fluxo de medidas corporais com consentimento e minimização com testes proporcionais ao risco, fixtures controladas e prova do fluxo real.","Cobre regra, API, permissão, falha, mobile e regressão; itens P0 exigem revisão independente e piloto controlado.","Saúde, autonomia, inclusão e participação de pessoas com deficiência ou mobilidade reduzida.",produto
COM-0022,CAP-01-04,P0,ausente,Tecnologia assistiva e autonomia,assistive,produto,níveis de evidência clínica e limites de uso,"Implementar níveis de evidência clínica e limites de uso como capacidade de domínio para Saúde, autonomia, inclusão e participação de pessoas com deficiência ou mobilidade reduzida.","Contrato, regra, permissão, persistência e rollback documentados; não duplicar capacidades existentes.","Saúde, autonomia, inclusão e participação de pessoas com deficiência ou mobilidade reduzida.",auditoria de contrato existente
COM-0023,CAP-01-04,P0,ausente,Tecnologia assistiva e autonomia,assistive,tela,níveis de evidência clínica e limites de uso,"Criar fluxo de interface para níveis de evidência clínica e limites de uso, com entrada, detalhe, criação/edição e ação principal inequívocos.","Tela separa lista, detalhe e formulário; possui loading, vazio, erro, sucesso, parcial e conflito quando aplicável.","Saúde, autonomia, inclusão e participação de pessoas com deficiência ou mobilidade reduzida.",produto
COM-0024,CAP-01-04,P0,ausente,Tecnologia assistiva e autonomia,assistive,mobile,níveis de evidência clínica e limites de uso,"Adaptar níveis de evidência clínica e limites de uso para celular, tablet, PWA e uso em campo com conectividade instável.","Funciona a 320 px, toque, orientação retrato/paisagem e retomada após perda de rede sem ação duplicada.","Saúde, autonomia, inclusão e participação de pessoas com deficiência ou mobilidade reduzida.",produto
COM-0025,CAP-01-04,P0,ausente,Tecnologia assistiva e autonomia,assistive,acessibilidade,níveis de evidência clínica e limites de uso,"Garantir acesso equivalente a níveis de evidência clínica e limites de uso por teclado, leitor de tela, zoom, contraste e redução de movimento.","Sem bloqueio por gesto, cor, hover, áudio ou visualização 3D; teste automatizado e manual documentado.","Saúde, autonomia, inclusão e participação de pessoas com deficiência ou mobilidade reduzida.",produto
COM-0026,CAP-01-04,P0,ausente,Tecnologia assistiva e autonomia,assistive,confiança,níveis de evidência clínica e limites de uso,"Aplicar privacidade, segurança, moderação e prevenção de abuso a níveis de evidência clínica e limites de uso desde o desenho.","Threat model, minimização de dados, rate limit, auditoria segura, denúncia/bloqueio e retenção definidos.","Saúde, autonomia, inclusão e participação de pessoas com deficiência ou mobilidade reduzida.",produto
COM-0027,CAP-01-04,P0,ausente,Tecnologia assistiva e autonomia,assistive,impacto,níveis de evidência clínica e limites de uso,"Medir resultado humano e operacional de níveis de evidência clínica e limites de uso, evitando métricas de vaidade e incentivos perversos.","Define baseline, indicador de sucesso, recortes de equidade, alertas de dano e revisão periódica.","Saúde, autonomia, inclusão e participação de pessoas com deficiência ou mobilidade reduzida.",produto
COM-0028,CAP-01-04,P0,ausente,Tecnologia assistiva e autonomia,assistive,qualidade,níveis de evidência clínica e limites de uso,"Validar níveis de evidência clínica e limites de uso com testes proporcionais ao risco, fixtures controladas e prova do fluxo real.","Cobre regra, API, permissão, falha, mobile e regressão; itens P0 exigem revisão independente e piloto controlado.","Saúde, autonomia, inclusão e participação de pessoas com deficiência ou mobilidade reduzida.",produto
COM-0029,CAP-01-05,P0,ausente,Tecnologia assistiva e autonomia,assistive,produto,"rede local de fabricação, ajuste e acompanhamento","Implementar rede local de fabricação, ajuste e acompanhamento como capacidade de domínio para Saúde, autonomia, inclusão e participação de pessoas com deficiência ou mobilidade reduzida.","Contrato, regra, permissão, persistência e rollback documentados; não duplicar capacidades existentes.","Saúde, autonomia, inclusão e participação de pessoas com deficiência ou mobilidade reduzida.",auditoria de contrato existente
COM-0030,CAP-01-05,P0,ausente,Tecnologia assistiva e autonomia,assistive,tela,"rede local de fabricação, ajuste e acompanhamento","Criar fluxo de interface para rede local de fabricação, ajuste e acompanhamento, com entrada, detalhe, criação/edição e ação principal inequívocos.","Tela separa lista, detalhe e formulário; possui loading, vazio, erro, sucesso, parcial e conflito quando aplicável.","Saúde, autonomia, inclusão e participação de pessoas com deficiência ou mobilidade reduzida.",produto
COM-0031,CAP-01-05,P0,ausente,Tecnologia assistiva e autonomia,assistive,mobile,"rede local de fabricação, ajuste e acompanhamento","Adaptar rede local de fabricação, ajuste e acompanhamento para celular, tablet, PWA e uso em campo com conectividade instável.","Funciona a 320 px, toque, orientação retrato/paisagem e retomada após perda de rede sem ação duplicada.","Saúde, autonomia, inclusão e participação de pessoas com deficiência ou mobilidade reduzida.",produto
COM-0032,CAP-01-05,P0,ausente,Tecnologia assistiva e autonomia,assistive,acessibilidade,"rede local de fabricação, ajuste e acompanhamento","Garantir acesso equivalente a rede local de fabricação, ajuste e acompanhamento por teclado, leitor de tela, zoom, contraste e redução de movimento.","Sem bloqueio por gesto, cor, hover, áudio ou visualização 3D; teste automatizado e manual documentado.","Saúde, autonomia, inclusão e participação de pessoas com deficiência ou mobilidade reduzida.",produto
COM-0033,CAP-01-05,P0,ausente,Tecnologia assistiva e autonomia,assistive,confiança,"rede local de fabricação, ajuste e acompanhamento","Aplicar privacidade, segurança, moderação e prevenção de abuso a rede local de fabricação, ajuste e acompanhamento desde o desenho.","Threat model, minimização de dados, rate limit, auditoria segura, denúncia/bloqueio e retenção definidos.","Saúde, autonomia, inclusão e participação de pessoas com deficiência ou mobilidade reduzida.",produto
COM-0034,CAP-01-05,P0,ausente,Tecnologia assistiva e autonomia,assistive,impacto,"rede local de fabricação, ajuste e acompanhamento","Medir resultado humano e operacional de rede local de fabricação, ajuste e acompanhamento, evitando métricas de vaidade e incentivos perversos.","Define baseline, indicador de sucesso, recortes de equidade, alertas de dano e revisão periódica.","Saúde, autonomia, inclusão e participação de pessoas com deficiência ou mobilidade reduzida.",produto
COM-0035,CAP-01-05,P0,ausente,Tecnologia assistiva e autonomia,assistive,qualidade,"rede local de fabricação, ajuste e acompanhamento","Validar rede local de fabricação, ajuste e acompanhamento com testes proporcionais ao risco, fixtures controladas e prova do fluxo real.","Cobre regra, API, permissão, falha, mobile e regressão; itens P0 exigem revisão independente e piloto controlado.","Saúde, autonomia, inclusão e participação de pessoas com deficiência ou mobilidade reduzida.",produto
COM-0036,CAP-01-06,P0,ausente,Tecnologia assistiva e autonomia,assistive,produto,"alertas de contraindicação, material e carga mecânica","Implementar alertas de contraindicação, material e carga mecânica como capacidade de domínio para Saúde, autonomia, inclusão e participação de pessoas com deficiência ou mobilidade reduzida.","Contrato, regra, permissão, persistência e rollback documentados; não duplicar capacidades existentes.","Saúde, autonomia, inclusão e participação de pessoas com deficiência ou mobilidade reduzida.",auditoria de contrato existente
COM-0037,CAP-01-06,P0,ausente,Tecnologia assistiva e autonomia,assistive,tela,"alertas de contraindicação, material e carga mecânica","Criar fluxo de interface para alertas de contraindicação, material e carga mecânica, com entrada, detalhe, criação/edição e ação principal inequívocos.","Tela separa lista, detalhe e formulário; possui loading, vazio, erro, sucesso, parcial e conflito quando aplicável.","Saúde, autonomia, inclusão e participação de pessoas com deficiência ou mobilidade reduzida.",produto
COM-0038,CAP-01-06,P0,ausente,Tecnologia assistiva e autonomia,assistive,mobile,"alertas de contraindicação, material e carga mecânica","Adaptar alertas de contraindicação, material e carga mecânica para celular, tablet, PWA e uso em campo com conectividade instável.","Funciona a 320 px, toque, orientação retrato/paisagem e retomada após perda de rede sem ação duplicada.","Saúde, autonomia, inclusão e participação de pessoas com deficiência ou mobilidade reduzida.",produto
COM-0039,CAP-01-06,P0,ausente,Tecnologia assistiva e autonomia,assistive,acessibilidade,"alertas de contraindicação, material e carga mecânica","Garantir acesso equivalente a alertas de contraindicação, material e carga mecânica por teclado, leitor de tela, zoom, contraste e redução de movimento.","Sem bloqueio por gesto, cor, hover, áudio ou visualização 3D; teste automatizado e manual documentado.","Saúde, autonomia, inclusão e participação de pessoas com deficiência ou mobilidade reduzida.",produto
COM-0040,CAP-01-06,P0,ausente,Tecnologia assistiva e autonomia,assistive,confiança,"alertas de contraindicação, material e carga mecânica","Aplicar privacidade, segurança, moderação e prevenção de abuso a alertas de contraindicação, material e carga mecânica desde o desenho.","Threat model, minimização de dados, rate limit, auditoria segura, denúncia/bloqueio e retenção definidos.","Saúde, autonomia, inclusão e participação de pessoas com deficiência ou mobilidade reduzida.",produto
COM-0041,CAP-01-06,P0,ausente,Tecnologia assistiva e autonomia,assistive,impacto,"alertas de contraindicação, material e carga mecânica","Medir resultado humano e operacional de alertas de contraindicação, material e carga mecânica, evitando métricas de vaidade e incentivos perversos.","Define baseline, indicador de sucesso, recortes de equidade, alertas de dano e revisão periódica.","Saúde, autonomia, inclusão e participação de pessoas com deficiência ou mobilidade reduzida.",produto
COM-0042,CAP-01-06,P0,ausente,Tecnologia assistiva e autonomia,assistive,qualidade,"alertas de contraindicação, material e carga mecânica","Validar alertas de contraindicação, material e carga mecânica com testes proporcionais ao risco, fixtures controladas e prova do fluxo real.","Cobre regra, API, permissão, falha, mobile e regressão; itens P0 exigem revisão independente e piloto controlado.","Saúde, autonomia, inclusão e participação de pessoas com deficiência ou mobilidade reduzida.",produto
COM-0043,CAP-01-07,P0,ausente,Tecnologia assistiva e autonomia,assistive,produto,programa de subsídio e doação rastreável,"Implementar programa de subsídio e doação rastreável como capacidade de domínio para Saúde, autonomia, inclusão e participação de pessoas com deficiência ou mobilidade reduzida.","Contrato, regra, permissão, persistência e rollback documentados; não duplicar capacidades existentes.","Saúde, autonomia, inclusão e participação de pessoas com deficiência ou mobilidade reduzida.",auditoria de contrato existente
COM-0044,CAP-01-07,P0,ausente,Tecnologia assistiva e autonomia,assistive,tela,programa de subsídio e doação rastreável,"Criar fluxo de interface para programa de subsídio e doação rastreável, com entrada, detalhe, criação/edição e ação principal inequívocos.","Tela separa lista, detalhe e formulário; possui loading, vazio, erro, sucesso, parcial e conflito quando aplicável.","Saúde, autonomia, inclusão e participação de pessoas com deficiência ou mobilidade reduzida.",produto
COM-0045,CAP-01-07,P0,ausente,Tecnologia assistiva e autonomia,assistive,mobile,programa de subsídio e doação rastreável,"Adaptar programa de subsídio e doação rastreável para celular, tablet, PWA e uso em campo com conectividade instável.","Funciona a 320 px, toque, orientação retrato/paisagem e retomada após perda de rede sem ação duplicada.","Saúde, autonomia, inclusão e participação de pessoas com deficiência ou mobilidade reduzida.",produto
COM-0046,CAP-01-07,P0,ausente,Tecnologia assistiva e autonomia,assistive,acessibilidade,programa de subsídio e doação rastreável,"Garantir acesso equivalente a programa de subsídio e doação rastreável por teclado, leitor de tela, zoom, contraste e redução de movimento.","Sem bloqueio por gesto, cor, hover, áudio ou visualização 3D; teste automatizado e manual documentado.","Saúde, autonomia, inclusão e participação de pessoas com deficiência ou mobilidade reduzida.",produto
COM-0047,CAP-01-07,P0,ausente,Tecnologia assistiva e autonomia,assistive,confiança,programa de subsídio e doação rastreável,"Aplicar privacidade, segurança, moderação e prevenção de abuso a programa de subsídio e doação rastreável desde o desenho.","Threat model, minimização de dados, rate limit, auditoria segura, denúncia/bloqueio e retenção definidos.","Saúde, autonomia, inclusão e participação de pessoas com deficiência ou mobilidade reduzida.",produto
COM-0048,CAP-01-07,P0,ausente,Tecnologia assistiva e autonomia,assistive,impacto,programa de subsídio e doação rastreável,"Medir resultado humano e operacional de programa de subsídio e doação rastreável, evitando métricas de vaidade e incentivos perversos.","Define baseline, indicador de sucesso, recortes de equidade, alertas de dano e revisão periódica.","Saúde, autonomia, inclusão e participação de pessoas com deficiência ou mobilidade reduzida.",produto
COM-0049,CAP-01-07,P0,ausente,Tecnologia assistiva e autonomia,assistive,qualidade,programa de subsídio e doação rastreável,"Validar programa de subsídio e doação rastreável com testes proporcionais ao risco, fixtures controladas e prova do fluxo real.","Cobre regra, API, permissão, falha, mobile e regressão; itens P0 exigem revisão independente e piloto controlado.","Saúde, autonomia, inclusão e participação de pessoas com deficiência ou mobilidade reduzida.",produto
COM-0050,CAP-01-08,P0,ausente,Tecnologia assistiva e autonomia,assistive,produto,"registro longitudinal de conforto, segurança e resultado","Implementar registro longitudinal de conforto, segurança e resultado como capacidade de domínio para Saúde, autonomia, inclusão e participação de pessoas com deficiência ou mobilidade reduzida.","Contrato, regra, permissão, persistência e rollback documentados; não duplicar capacidades existentes.","Saúde, autonomia, inclusão e participação de pessoas com deficiência ou mobilidade reduzida.",auditoria de contrato existente
COM-0051,CAP-01-08,P0,ausente,Tecnologia assistiva e autonomia,assistive,tela,"registro longitudinal de conforto, segurança e resultado","Criar fluxo de interface para registro longitudinal de conforto, segurança e resultado, com entrada, detalhe, criação/edição e ação principal inequívocos.","Tela separa lista, detalhe e formulário; possui loading, vazio, erro, sucesso, parcial e conflito quando aplicável.","Saúde, autonomia, inclusão e participação de pessoas com deficiência ou mobilidade reduzida.",produto
COM-0052,CAP-01-08,P0,ausente,Tecnologia assistiva e autonomia,assistive,mobile,"registro longitudinal de conforto, segurança e resultado","Adaptar registro longitudinal de conforto, segurança e resultado para celular, tablet, PWA e uso em campo com conectividade instável.","Funciona a 320 px, toque, orientação retrato/paisagem e retomada após perda de rede sem ação duplicada.","Saúde, autonomia, inclusão e participação de pessoas com deficiência ou mobilidade reduzida.",produto
COM-0053,CAP-01-08,P0,ausente,Tecnologia assistiva e autonomia,assistive,acessibilidade,"registro longitudinal de conforto, segurança e resultado","Garantir acesso equivalente a registro longitudinal de conforto, segurança e resultado por teclado, leitor de tela, zoom, contraste e redução de movimento.","Sem bloqueio por gesto, cor, hover, áudio ou visualização 3D; teste automatizado e manual documentado.","Saúde, autonomia, inclusão e participação de pessoas com deficiência ou mobilidade reduzida.",produto
COM-0054,CAP-01-08,P0,ausente,Tecnologia assistiva e autonomia,assistive,confiança,"registro longitudinal de conforto, segurança e resultado","Aplicar privacidade, segurança, moderação e prevenção de abuso a registro longitudinal de conforto, segurança e resultado desde o desenho.","Threat model, minimização de dados, rate limit, auditoria segura, denúncia/bloqueio e retenção definidos.","Saúde, autonomia, inclusão e participação de pessoas com deficiência ou mobilidade reduzida.",produto
COM-0055,CAP-01-08,P0,ausente,Tecnologia assistiva e autonomia,assistive,impacto,"registro longitudinal de conforto, segurança e resultado","Medir resultado humano e operacional de registro longitudinal de conforto, segurança e resultado, evitando métricas de vaidade e incentivos perversos.","Define baseline, indicador de sucesso, recortes de equidade, alertas de dano e revisão periódica.","Saúde, autonomia, inclusão e participação de pessoas com deficiência ou mobilidade reduzida.",produto
COM-0056,CAP-01-08,P0,ausente,Tecnologia assistiva e autonomia,assistive,qualidade,"registro longitudinal de conforto, segurança e resultado","Validar registro longitudinal de conforto, segurança e resultado com testes proporcionais ao risco, fixtures controladas e prova do fluxo real.","Cobre regra, API, permissão, falha, mobile e regressão; itens P0 exigem revisão independente e piloto controlado.","Saúde, autonomia, inclusão e participação de pessoas com deficiência ou mobilidade reduzida.",produto
COM-0057,CAP-02-01,P0,ausente,Segurança de modelos e uso responsável,safety_models,produto,classificação de risco por finalidade do modelo,"Implementar classificação de risco por finalidade do modelo como capacidade de domínio para Redução de lesões, incêndios, falhas mecânicas e uso indevido de peças críticas.","Contrato, regra, permissão, persistência e rollback documentados; não duplicar capacidades existentes.","Redução de lesões, incêndios, falhas mecânicas e uso indevido de peças críticas.",auditoria de contrato existente
COM-0058,CAP-02-01,P0,ausente,Segurança de modelos e uso responsável,safety_models,tela,classificação de risco por finalidade do modelo,"Criar fluxo de interface para classificação de risco por finalidade do modelo, com entrada, detalhe, criação/edição e ação principal inequívocos.","Tela separa lista, detalhe e formulário; possui loading, vazio, erro, sucesso, parcial e conflito quando aplicável.","Redução de lesões, incêndios, falhas mecânicas e uso indevido de peças críticas.",produto
COM-0059,CAP-02-01,P0,ausente,Segurança de modelos e uso responsável,safety_models,mobile,classificação de risco por finalidade do modelo,"Adaptar classificação de risco por finalidade do modelo para celular, tablet, PWA e uso em campo com conectividade instável.","Funciona a 320 px, toque, orientação retrato/paisagem e retomada após perda de rede sem ação duplicada.","Redução de lesões, incêndios, falhas mecânicas e uso indevido de peças críticas.",produto
COM-0060,CAP-02-01,P0,ausente,Segurança de modelos e uso responsável,safety_models,acessibilidade,classificação de risco por finalidade do modelo,"Garantir acesso equivalente a classificação de risco por finalidade do modelo por teclado, leitor de tela, zoom, contraste e redução de movimento.","Sem bloqueio por gesto, cor, hover, áudio ou visualização 3D; teste automatizado e manual documentado.","Redução de lesões, incêndios, falhas mecânicas e uso indevido de peças críticas.",produto
COM-0061,CAP-02-01,P0,ausente,Segurança de modelos e uso responsável,safety_models,confiança,classificação de risco por finalidade do modelo,"Aplicar privacidade, segurança, moderação e prevenção de abuso a classificação de risco por finalidade do modelo desde o desenho.","Threat model, minimização de dados, rate limit, auditoria segura, denúncia/bloqueio e retenção definidos.","Redução de lesões, incêndios, falhas mecânicas e uso indevido de peças críticas.",produto
COM-0062,CAP-02-01,P0,ausente,Segurança de modelos e uso responsável,safety_models,impacto,classificação de risco por finalidade do modelo,"Medir resultado humano e operacional de classificação de risco por finalidade do modelo, evitando métricas de vaidade e incentivos perversos.","Define baseline, indicador de sucesso, recortes de equidade, alertas de dano e revisão periódica.","Redução de lesões, incêndios, falhas mecânicas e uso indevido de peças críticas.",produto
COM-0063,CAP-02-01,P0,ausente,Segurança de modelos e uso responsável,safety_models,qualidade,classificação de risco por finalidade do modelo,"Validar classificação de risco por finalidade do modelo com testes proporcionais ao risco, fixtures controladas e prova do fluxo real.","Cobre regra, API, permissão, falha, mobile e regressão; itens P0 exigem revisão independente e piloto controlado.","Redução de lesões, incêndios, falhas mecânicas e uso indevido de peças críticas.",produto
COM-0064,CAP-02-02,P0,ausente,Segurança de modelos e uso responsável,safety_models,produto,bloqueio de promessas médicas ou estruturais sem evidência,"Implementar bloqueio de promessas médicas ou estruturais sem evidência como capacidade de domínio para Redução de lesões, incêndios, falhas mecânicas e uso indevido de peças críticas.","Contrato, regra, permissão, persistência e rollback documentados; não duplicar capacidades existentes.","Redução de lesões, incêndios, falhas mecânicas e uso indevido de peças críticas.",auditoria de contrato existente
COM-0065,CAP-02-02,P0,ausente,Segurança de modelos e uso responsável,safety_models,tela,bloqueio de promessas médicas ou estruturais sem evidência,"Criar fluxo de interface para bloqueio de promessas médicas ou estruturais sem evidência, com entrada, detalhe, criação/edição e ação principal inequívocos.","Tela separa lista, detalhe e formulário; possui loading, vazio, erro, sucesso, parcial e conflito quando aplicável.","Redução de lesões, incêndios, falhas mecânicas e uso indevido de peças críticas.",produto
COM-0066,CAP-02-02,P0,ausente,Segurança de modelos e uso responsável,safety_models,mobile,bloqueio de promessas médicas ou estruturais sem evidência,"Adaptar bloqueio de promessas médicas ou estruturais sem evidência para celular, tablet, PWA e uso em campo com conectividade instável.","Funciona a 320 px, toque, orientação retrato/paisagem e retomada após perda de rede sem ação duplicada.","Redução de lesões, incêndios, falhas mecânicas e uso indevido de peças críticas.",produto
